CÓDIGO_UPE,PROGRAMA_DONO,NUMERO_AGENCIA,NOME_AGENCIA,REGIAO,UF,CIDADE,CONSTRUTORA,GRUPO,ID,NOME,UNIDADE,TIPO,GRUPO,COMENTÁRIO,QUANTIDADE,PRECO PAGO,VALOR TOTAL PAGO,PRECO LPU,VALOR TOTAL LPU,DIFERENÇA TOTAL,DISCREPÂNCIA PERCENTUAL,STATUS CONCILIAÇÃO,SOURCE_FILE,SHEET_NAME_orc
190245,C379 - AMPLIFIACAO WIFI,3893,LONDRINA AV-TIRADENTES,SUDESTE,SP,SÃO PAULO,FG EMPREIT. MAO DE OBRA LTDA PU_SUL,GRUPO1,OBA-3352,RETIRADA DE FORRO MANUAL,M,EXECUCAO DE OBRA,GRUPO1,,114.0,214.79,24486.059999999998,229.3,26140.2,-1654.140000000003,-6.327954644570443,Abaixo LPU,SAMPLE_PADRAO2_ELLO_NU_NORDESTE.XLSM,LPU
190245,C379 - AMPLIFIACAO WIFI,3893,LONDRINA AV-TIRADENTES,SUDESTE,SP,SÃO PAULO,FG EMPREIT. MAO DE OBRA LTDA PU_SUL,GRUPO1,OBB-3355,FORRO GESSO ACARTONADO,M,EXECUCAO DE OBRA,GRUPO1,,1.0,69.58,69.58,61.08,61.08,8.5,13.916175507531106,Para ressarcimento,SAMPLE_PADRAO2_ELLO_NU_NORDESTE.XLSM,LPU
190245,C379 - AMPLIFIACAO WIFI,3893,LONDRINA AV-TIRADENTES,SUDESTE,SP,SÃO PAULO,FG EMPREIT. MAO DE OBRA LTDA PU_SUL,GRUPO1,OBB-3356,CABO CAT6 - VERMELHO,UN,EXECUCAO DE OBRA,GRUPO1,,16.0,23.43,374.88,56.26,900.16,-525.28,-58.354070387486665,Abaixo LPU,SAMPLE_PADRAO2_ELLO_NU_NORDESTE.XLSM,LPU
190245,C379 - AMPLIFIACAO WIFI,3893,LONDRINA AV-TIRADENTES,SUDESTE,SP,SÃO PAULO,FG EMPREIT. MAO DE OBRA LTDA PU_SUL,GRUPO1,NAO LPU,REGULARIZACAO DE PISO,M2,EXECUCAO DE OBRA,GRUPO1,,47.0,77.48,3641.5600000000004,,,,,Sem base LPU,SAMPLE_PADRAO2_ELLO_NU_NORDESTE.XLSM,LPU
190245,C379 - AMPLIFIACAO WIFI,3893,LONDRINA AV-TIRADENTES,SUDESTE,SP,SÃO PAULO,FG EMPREIT. MAO DE OBRA LTDA PU_SUL,GRUPO1,OBA-3358,LIMPEZA FINAL DE OBRA,M,EXECUCAO DE OBRA,GRUPO1,,98.0,98.62,9664.76,101.64,9960.72,-295.9599999999991,-2.9712711530893263,Abaixo LPU,SAMPLE_PADRAO2_ELLO_NU_NORDESTE.XLSM,LPU
190245,C379 - AMPLIFIACAO WIFI,3893,LONDRINA AV-TIRADENTES,SUDESTE,SP,SÃO PAULO,FG EMPREIT. MAO DE OBRA LTDA PU_SUL,GRUPO1,OBB-3359,LATEX PVA MASSA CORRIDA,UN,EXECUCAO DE OBRA,GRUPO1,,139.0,241.32,33543.479999999996,154.28,21444.920000000002,12098.559999999994,56.416904329789965,Para ressarcimento,SAMPLE_PADRAO2_ELLO_NU_NORDESTE.XLSM,LPU
190245,C379 - AMPLIFIACAO WIFI,3893,LONDRINA AV-TIRADENTES,SUDESTE,SP,SÃO PAULO,FG EMPREIT. MAO DE OBRA LTDA PU_SUL,GRUPO1,OBB-3361,FORRO GESSO ACARTONADO,M,EXECUCAO DE OBRA,GRUPO1,,185.0,120.05,22209.25,61.08,11299.8,10909.45,96.54551407989523,Para ressarcimento,SAMPLE_PADRAO2_ELLO_NU_NORDESTE.XLSM,LPU
190245,C379 - AMPLIFIACAO WIFI,3893,LONDRINA AV-TIRADENTES,SUDESTE,SP,SÃO PAULO,FG EMPREIT. MAO DE OBRA LTDA PU_SUL,GRUPO1,OBA-3362,ANDAIME TUBULAR,M,EXECUCAO DE OBRA,GRUPO1,,71.0,91.77,6515.67,138.86,9859.060000000001,-3343.3900000000012,-33.91185366556245,Abaixo LPU,SAMPLE_PADRAO2_ELLO_NU_NORDESTE.XLSM,LPU
190245,C379 - AMPLIFIACAO WIFI,3893,LONDRINA AV-TIRADENTES,SUDESTE,SP,SÃO PAULO,FG EMPREIT. MAO DE OBRA LTDA PU_SUL,GRUPO1,OBB-3364,ANDAIME TUBULAR,M2,EXECUCAO DE OBRA,GRUPO1,,9.0,32.42,291.78000000000003,138.86,1249.7400000000002,-957.9600000000003,-76.65274377070432,Abaixo LPU,SAMPLE_PADRAO2_ELLO_NU_NORDESTE.XLSM,LPU
190245,C379 - AMPLIFIACAO WIFI,3893,LONDRINA AV-TIRADENTES,SUDESTE,SP,SÃO PAULO,FG EMPREIT. MAO DE OBRA LTDA PU_SUL,GRUPO1,OBA-3365,ANDAIME TUBULAR,UN,EXECUCAO DE OBRA,GRUPO1,,113.0,18.71,2114.23,138.86,15691.180000000002,-13576.950000000003,-86.52599740746075,Abaixo LPU,SAMPLE_PADRAO2_ELLO_NU_NORDESTE.XLSM,LPU
190245,C379 - AMPLIFIACAO WIFI,3893,LONDRINA AV-TIRADENTES,SUDESTE,SP,SÃO PAULO,FG EMPREIT. MAO DE OBRA LTDA PU_SUL,GRUPO1,OBA-3367,CABO CAT6 - VERMELHO,UN,EXECUCAO DE OBRA,GRUPO1,,173.0,152.7,26417.1,56.26,9732.98,16684.12,171.41841450408816,Para ressarcimento,SAMPLE_PADRAO2_ELLO_NU_NORDESTE.XLSM,LPU
190245,C379 - AMPLIFIACAO WIFI,3893,LONDRINA AV-TIRADENTES,SUDESTE,SP,SÃO PAULO,FG EMPREIT. MAO DE OBRA LTDA PU_SUL,GRUPO1,OBA-3368,LIMPEZA FINAL DE OBRA,UN,EXECUCAO DE OBRA,GRUPO1,,77.0,61.49,4734.7300000000005,101.64,7826.28,-3091.5499999999993,-39.5021645021645,Abaixo LPU,SAMPLE_PADRAO2_ELLO_NU_NORDESTE.XLSM,LPU
190245,C379 - AMPLIFIACAO WIFI,3893,LONDRINA AV-TIRADENTES,SUDESTE,SP,SÃO PAULO,FG EMPREIT. MAO DE OBRA LTDA PU_SUL,GRUPO1,OBA-3369,FIXACAO DE PERFILADO METALICO,M2,EXECUCAO DE OBRA,GRUPO1,,110.0,159.49,17543.9,130.1,14311.0,3232.9000000000015,22.59031514219832,Para ressarcimento,SAMPLE_PADRAO2_ELLO_NU_NORDESTE.XLSM,LPU
190245,C379 - AMPLIFIACAO WIFI,3893,LONDRINA AV-TIRADENTES,SUDESTE,SP,SÃO PAULO,FG EMPREIT. MAO DE OBRA LTDA PU_SUL,GRUPO1,NAO LPU,CABO CAT6 - VERMELHO,UN,EXECUCAO DE OBRA,GRUPO1,,135.0,170.46,23012.100000000002,56.26,7595.099999999999,15417.000000000004,202.9861357980804,Para ressarcimento,SAMPLE_PADRAO2_ELLO_NU_NORDESTE.XLSM,LPU
190245,C379 - AMPLIFIACAO WIFI,3893,LONDRINA AV-TIRADENTES,SUDESTE,SP,SÃO PAULO,FG EMPREIT. MAO DE OBRA LTDA PU_SUL,GRUPO1,OBB-3371,PINTURA ACRILICA PAREDES,M2,EXECUCAO DE OBRA,GRUPO1,,122.0,190.57,23249.54,240.59,29351.98,-6102.439999999999,-20.79055654848497,Abaixo LPU,SAMPLE_PADRAO2_ELLO_NU_NORDESTE.XLSM,LPU
190245,C379 - AMPLIFIACAO WIFI,3893,LONDRINA AV-TIRADENTES,SUDESTE,SP,SÃO PAULO,FG EMPREIT. MAO DE OBRA LTDA PU_SUL,GRUPO1,OBA-3373,RETIRADA DE FORRO MANUAL,M,EXECUCAO DE OBRA,GRUPO1,,53.0,66.77,3538.81,229.3,12152.900000000001,-8614.090000000002,-70.88094199738335,Abaixo LPU,SAMPLE_PADRAO2_ELLO_NU_NORDESTE.XLSM,LPU
190245,C379 - AMPLIFIACAO WIFI,3893,LONDRINA AV-TIRADENTES,SUDESTE,SP,SÃO PAULO,FG EMPREIT. MAO DE OBRA LTDA PU_SUL,GRUPO1,NAO LPU,REGULARIZACAO DE PISO,M,EXECUCAO DE OBRA,GRUPO1,,186.0,30.38,5650.679999999999,,,,,Sem base LPU,SAMPLE_PADRAO2_ELLO_NU_NORDESTE.XLSM,LPU
190245,C379 - AMPLIFIACAO WIFI,3893,LONDRINA AV-TIRADENTES,SUDESTE,SP,SÃO PAULO,FG EMPREIT. MAO DE OBRA LTDA PU_SUL,GRUPO1,NAO LPU,PINTURA ACRILICA PAREDES,UN,EXECUCAO DE OBRA,GRUPO1,,11.0,154.4,1698.4,240.59,2646.4900000000002,-948.0900000000001,-35.82443160563615,Abaixo LPU,SAMPLE_PADRAO2_ELLO_NU_NORDESTE.XLSM,LPU
190245,C379 - AMPLIFIACAO WIFI,3893,LONDRINA AV-TIRADENTES,SUDESTE,SP,SÃO PAULO,FG EMPREIT. MAO DE OBRA LTDA PU_SUL,GRUPO1,NAO LPU,DEMOLICAO DE ALVENARIA,UN,EXECUCAO DE OBRA,GRUPO1,,144.0,183.28,26392.32,,,,,Sem base LPU,SAMPLE_PADRAO2_ELLO_NU_NORDESTE.XLSM,LPU
190245,C379 - AMPLIFIACAO WIFI,3893,LONDRINA AV-TIRADENTES,SUDESTE,SP,SÃO PAULO,FG EMPREIT. MAO DE OBRA LTDA PU_SUL,GRUPO1,OBB-3379,ANDAIME TUBULAR,UN,EXECUCAO DE OBRA,GRUPO1,,73.0,85.83,6265.59,138.86,10136.78,-3871.1900000000005,-38.189543425032404,Abaixo LPU,SAMPLE_PADRAO2_ELLO_NU_NORDESTE.XLSM,LPU
190245,C379 - AMPLIFIACAO WIFI,3893,LONDRINA AV-TIRADENTES,SUDESTE,SP,SÃO PAULO,FG EMPREIT. MAO DE OBRA LTDA PU_SUL,GRUPO1,OBB-3380,FURO EM CONCRETO,M,EXECUCAO DE OBRA,GRUPO1,,128.0,132.1,16908.8,62.53,8003.84,8904.96,111.25859587398048,Para ressarcimento,SAMPLE_PADRAO2_ELLO_NU_NORDESTE.XLSM,LPU
190245,C379 - AMPLIFIACAO WIFI,3893,LONDRINA AV-TIRADENTES,SUDESTE,SP,SÃO PAULO,FG EMPREIT. MAO DE OBRA LTDA PU_SUL,GRUPO1,OBA-3381,DEMOLICAO DE ALVENARIA,M,EXECUCAO DE OBRA,GRUPO1,,95.0,229.27,21780.65,,,,,Sem base LPU,SAMPLE_PADRAO2_ELLO_NU_NORDESTE.XLSM,LPU
190245,C379 - AMPLIFIACAO WIFI,3893,LONDRINA AV-TIRADENTES,SUDESTE,SP,SÃO PAULO,FG EMPREIT. MAO DE OBRA LTDA PU_SUL,GRUPO1,NAO LPU,RESTAURACAO DE FORRO GESSO,M2,EXECUCAO DE OBRA,GRUPO1,,5.0,187.38,936.9,96.06,480.3,456.59999999999997,95.06558400999374,Para ressarcimento,SAMPLE_PADRAO2_ELLO_NU_NORDESTE.XLSM,LPU
190245,C379 - AMPLIFIACAO WIFI,3893,LONDRINA AV-TIRADENTES,SUDESTE,SP,SÃO PAULO,FG EMPREIT. MAO DE OBRA LTDA PU_SUL,GRUPO1,OBA-3383,PINTURA ACRILICA PAREDES,M,EXECUCAO DE OBRA,GRUPO1,,85.0,44.88,3814.8,240.59,20450.15,-16635.350000000002,-81.34585809884035,Abaixo LPU,SAMPLE_PADRAO2_ELLO_NU_NORDESTE.XLSM,LPU
190245,C379 - AMPLIFIACAO WIFI,3893,LONDRINA AV-TIRADENTES,SUDESTE,SP,SÃO PAULO,FG EMPREIT. MAO DE OBRA LTDA PU_SUL,GRUPO1,OBB-3385,FIXACAO DE PERFILADO METALICO,UN,EXECUCAO DE OBRA,GRUPO1,,118.0,186.98,22063.64,130.1,15351.8,6711.84,43.72021521906226,Para ressarcimento,SAMPLE_PADRAO2_ELLO_NU_NORDESTE.XLSM,LPU
190245,C379 - AMPLIFIACAO WIFI,3893,LONDRINA AV-TIRADENTES,SUDESTE,SP,SÃO PAULO,FG EMPREIT. MAO DE OBRA LTDA PU_SUL,GRUPO1,OBA-3387,FORRO GESSO ACARTONADO,UN,EXECUCAO DE OBRA,GRUPO1,,20.0,16.19,323.8,61.08,1221.6,-897.8,-73.49377865094958,Abaixo LPU,SAMPLE_PADRAO2_ELLO_NU_NORDESTE.XLSM,LPU
190245,C379 - AMPLIFIACAO WIFI,3893,LONDRINA AV-TIRADENTES,SUDESTE,SP,SÃO PAULO,FG EMPREIT. MAO DE OBRA LTDA PU_SUL,GRUPO1,OBA-3388,PINTURA ACRILICA PAREDES,M2,EXECUCAO DE OBRA,GRUPO1,,60.0,211.9,12714.0,240.59,14435.4,-1721.3999999999996,-11.924851406957892,Abaixo LPU,SAMPLE_PADRAO2_ELLO_NU_NORDESTE.XLSM,LPU
190245,C379 - AMPLIFIACAO WIFI,3893,LONDRINA AV-TIRADENTES,SUDESTE,SP,SÃO PAULO,FG EMPREIT. MAO DE OBRA LTDA PU_SUL,GRUPO1,NAO LPU,RESTAURACAO DE FORRO GESSO,UN,EXECUCAO DE OBRA,GRUPO1,,46.0,171.12,7871.52,96.06,4418.76,3452.76,78.13866333541537,Para ressarcimento,SAMPLE_PADRAO2_ELLO_NU_NORDESTE.XLSM,LPU
190245,C379 - AMPLIFIACAO WIFI,3893,LONDRINA AV-TIRADENTES,SUDESTE,SP,SÃO PAULO,FG EMPREIT. MAO DE OBRA LTDA PU_SUL,GRUPO1,OBB-3394,PINTURA ACRILICA PAREDES,M2,EXECUCAO DE OBRA,GRUPO1,,104.0,98.28,10221.12,240.59,25021.36,-14800.24,-59.15042187954611,Abaixo LPU,SAMPLE_PADRAO2_ELLO_NU_NORDESTE.XLSM,LPU
190245,C379 - AMPLIFIACAO WIFI,3893,LONDRINA AV-TIRADENTES,SUDESTE,SP,SÃO PAULO,FG EMPREIT. MAO DE OBRA LTDA PU_SUL,GRUPO1,OBA-3395,FURO EM CONCRETO,UN,EXECUCAO DE OBRA,GRUPO1,,21.0,208.39,4376.19,62.53,1313.13,3063.0599999999995,233.26403326403323,Para ressarcimento,SAMPLE_PADRAO2_ELLO_NU_NORDESTE.XLSM,LPU
190245,C379 - AMPLIFIACAO WIFI,3893,LONDRINA AV-TIRADENTES,SUDESTE,SP,SÃO PAULO,FG EMPREIT. MAO DE OBRA LTDA PU_SUL,GRUPO1,OBA-3396,LATEX PVA MASSA CORRIDA,M,EXECUCAO DE OBRA,GRUPO1,,142.0,99.78,14168.76,154.28,21907.76,-7738.999999999998,-35.32538242157116,Abaixo LPU,SAMPLE_PADRAO2_ELLO_NU_NORDESTE.XLSM,LPU
190245,C379 - AMPLIFIACAO WIFI,3893,LONDRINA AV-TIRADENTES,SUDESTE,SP,SÃO PAULO,FG EMPREIT. MAO DE OBRA LTDA PU_SUL,GRUPO1,OBA-3397,LATEX PVA MASSA CORRIDA,M,EXECUCAO DE OBRA,GRUPO1,,166.0,212.57,35286.619999999995,154.28,25610.48,9676.139999999996,37.78195488721803,Para ressarcimento,SAMPLE_PADRAO2_ELLO_NU_NORDESTE.XLSM,LPU
190245,C379 - AMPLIFIACAO WIFI,3893,LONDRINA AV-TIRADENTES,SUDESTE,SP,SÃO PAULO,FG EMPREIT. MAO DE OBRA LTDA PU_SUL,GRUPO1,OBA-3398,LATEX PVA MASSA CORRIDA,UN,EXECUCAO DE OBRA,GRUPO1,,59.0,230.43,13595.37,154.28,9102.52,4492.85,49.358309567021,Para ressarcimento,SAMPLE_PADRAO2_ELLO_NU_NORDESTE.XLSM,LPU
190245,C379 - AMPLIFIACAO WIFI,3893,LONDRINA AV-TIRADENTES,SUDESTE,SP,SÃO PAULO,FG EMPREIT. MAO DE OBRA LTDA PU_SUL,GRUPO1,OBA-3401,PASSAGEM DE CABO UTP CAT6,M2,EXECUCAO DE OBRA,GRUPO1,,183.0,190.05,34779.15,89.48,16374.84,18404.31,112.39383102369244,Para ressarcimento,SAMPLE_PADRAO2_ELLO_NU_NORDESTE.XLSM,LPU
190245,C379 - AMPLIFIACAO WIFI,3893,LONDRINA AV-TIRADENTES,SUDESTE,SP,SÃO PAULO,FG EMPREIT. MAO DE OBRA LTDA PU_SUL,GRUPO1,OBB-3402,PASSAGEM DE CABO UTP CAT6,M2,EXECUCAO DE OBRA,GRUPO1,,100.0,145.14,14513.999999999998,89.48,8948.0,5565.999999999998,62.20384443451048,Para ressarcimento,SAMPLE_PADRAO2_ELLO_NU_NORDESTE.XLSM,LPU
190245,C379 - AMPLIFIACAO WIFI,3893,LONDRINA AV-TIRADENTES,SUDESTE,SP,SÃO PAULO,FG EMPREIT. MAO DE OBRA LTDA PU_SUL,GRUPO1,OBB-3403,FIXACAO DE PERFILADO METALICO,M2,EXECUCAO DE OBRA,GRUPO1,,177.0,199.3,35276.1,130.1,23027.7,12248.399999999998,53.18985395849346,Para ressarcimento,SAMPLE_PADRAO2_ELLO_NU_NORDESTE.XLSM,LPU
190245,C379 - AMPLIFIACAO WIFI,3893,LONDRINA AV-TIRADENTES,SUDESTE,SP,SÃO PAULO,FG EMPREIT. MAO DE OBRA LTDA PU_SUL,GRUPO1,OBA-3404,FORRO GESSO ACARTONADO,M2,EXECUCAO DE OBRA,GRUPO1,,20.0,113.78,2275.6,61.08,1221.6,1054.0,86.28028814669287,Para ressarcimento,SAMPLE_PADRAO2_ELLO_NU_NORDESTE.XLSM,LPU
190245,C379 - AMPLIFIACAO WIFI,3893,LONDRINA AV-TIRADENTES,SUDESTE,SP,SÃO PAULO,FG EMPREIT. MAO DE OBRA LTDA PU_SUL,GRUPO1,OBA-3405,PINTURA ACRILICA PAREDES,M,EXECUCAO DE OBRA,GRUPO1,,70.0,15.17,1061.9,240.59,16841.3,-15779.4,-93.69466727627915,Abaixo LPU,SAMPLE_PADRAO2_ELLO_NU_NORDESTE.XLSM,LPU
190245,C379 - AMPLIFIACAO WIFI,3893,LONDRINA AV-TIRADENTES,SUDESTE,SP,SÃO PAULO,FG EMPREIT. MAO DE OBRA LTDA PU_SUL,GRUPO1,OBB-3406,INSTALACAO DE PONTO ELETRICO,M,EXECUCAO DE OBRA,GRUPO1,,175.0,112.51,19689.25,129.02,22578.5,-2889.25,-12.796465664238102,Abaixo LPU,SAMPLE_PADRAO2_ELLO_NU_NORDESTE.XLSM,LPU
190245,C379 - AMPLIFIACAO WIFI,3893,LONDRINA AV-TIRADENTES,SUDESTE,SP,SÃO PAULO,FG EMPREIT. MAO DE OBRA LTDA PU_SUL,GRUPO1,OBA-3407,FURO EM CONCRETO,M2,EXECUCAO DE OBRA,GRUPO1,,22.0,180.57,3972.54,62.53,1375.66,2596.88,188.77338877338877,Para ressarcimento,SAMPLE_PADRAO2_ELLO_NU_NORDESTE.XLSM,LPU
190245,C379 - AMPLIFIACAO WIFI,3893,LONDRINA AV-TIRADENTES,SUDESTE,SP,SÃO PAULO,FG EMPREIT. MAO DE OBRA LTDA PU_SUL,GRUPO1,OBA-3408,RETIRADA DE FORRO MANUAL,UN,EXECUCAO DE OBRA,GRUPO1,,93.0,102.29,9512.970000000001,229.3,21324.9,-11811.93,-55.39031836022678,Abaixo LPU,SAMPLE_PADRAO2_ELLO_NU_NORDESTE.XLSM,LPU
190245,C379 - AMPLIFIACAO WIFI,3893,LONDRINA AV-TIRADENTES,SUDESTE,SP,SÃO PAULO,FG EMPREIT. MAO DE OBRA LTDA PU_SUL,GRUPO1,NAO LPU,RETIRADA DE FORRO MANUAL,M,EXECUCAO DE OBRA,GRUPO1,,143.0,116.62,16676.66,229.3,32789.9,-16113.240000000002,-49.1408634976014,Abaixo LPU,SAMPLE_PADRAO2_ELLO_NU_NORDESTE.XLSM,LPU
190245,C379 - AMPLIFIACAO WIFI,3893,LONDRINA AV-TIRADENTES,SUDESTE,SP,SÃO PAULO,FG EMPREIT. MAO DE OBRA LTDA PU_SUL,GRUPO1,NAO LPU,LATEX PVA MASSA CORRIDA,M,EXECUCAO DE OBRA,GRUPO1,,153.0,142.12,21744.36,154.28,23604.84,-1860.4799999999996,-7.881773399014777,Abaixo LPU,SAMPLE_PADRAO2_ELLO_NU_NORDESTE.XLSM,LPU
190245,C379 - AMPLIFIACAO WIFI,3893,LONDRINA AV-TIRADENTES,SUDESTE,SP,SÃO PAULO,FG EMPREIT. MAO DE OBRA LTDA PU_SUL,GRUPO1,OBB-3412,FURO EM CONCRETO,M,EXECUCAO DE OBRA,GRUPO1,,22.0,101.85,2240.7,62.53,1375.66,865.0399999999997,62.88181672797055,Para ressarcimento,SAMPLE_PADRAO2_ELLO_NU_NORDESTE.XLSM,LPU
190245,C379 - AMPLIFIACAO WIFI,3893,LONDRINA AV-TIRADENTES,SUDESTE,SP,SÃO PAULO,FG EMPREIT. MAO DE OBRA LTDA PU_SUL,GRUPO1,OBA-3413,ANDAIME TUBULAR,UN,EXECUCAO DE OBRA,GRUPO1,,176.0,134.11,23603.36,138.86,24439.36,-836.0,-3.420711507993662,Abaixo LPU,SAMPLE_PADRAO2_ELLO_NU_NORDESTE.XLSM,LPU
190245,C379 - AMPLIFIACAO WIFI,3893,LONDRINA AV-TIRADENTES,SUDESTE,SP,SÃO PAULO,FG EMPREIT. MAO DE OBRA LTDA PU_SUL,GRUPO1,NAO LPU,FURO EM CONCRETO,M,EXECUCAO DE OBRA,GRUPO1,,17.0,127.34,2164.78,62.53,1063.01,1101.7700000000002,103.64624980009597,Para ressarcimento,SAMPLE_PADRAO2_ELLO_NU_NORDESTE.XLSM,LPU
190245,C379 - AMPLIFIACAO WIFI,3893,LONDRINA AV-TIRADENTES,SUDESTE,SP,SÃO PAULO,FG EMPREIT. MAO DE OBRA LTDA PU_SUL,GRUPO1,OBB-3416,PASSAGEM DE CABO UTP CAT6,M2,EXECUCAO DE OBRA,GRUPO1,,35.0,118.8,4158.0,89.48,3131.8,1026.1999999999998,32.76709879302636,Para ressarcimento,SAMPLE_PADRAO2_ELLO_NU_NORDESTE.XLSM,LPU
190245,C379 - AMPLIFIACAO WIFI,3893,LONDRINA AV-TIRADENTES,SUDESTE,SP,SÃO PAULO,FG EMPREIT. MAO DE OBRA LTDA PU_SUL,GRUPO1,OBB-3417,PASSAGEM DE CABO UTP CAT6,M,EXECUCAO DE OBRA,GRUPO1,,85.0,202.59,17220.15,89.48,7605.8,9614.350000000002,126.40813589628969,Para ressarcimento,SAMPLE_PADRAO2_ELLO_NU_NORDESTE.XLSM,LPU
190245,C379 - AMPLIFIACAO WIFI,3893,LONDRINA AV-TIRADENTES,SUDESTE,SP,SÃO PAULO,FG EMPREIT. MAO DE OBRA LTDA PU_SUL,GRUPO1,OBA-3418,LIMPEZA FINAL DE OBRA,UN,EXECUCAO DE OBRA,GRUPO1,,83.0,40.94,3398.02,101.64,8436.12,-5038.1,-59.72058244785517,Abaixo LPU,SAMPLE_PADRAO2_ELLO_NU_NORDESTE.XLSM,LPU
190245,C379 - AMPLIFIACAO WIFI,3893,LONDRINA AV-TIRADENTES,SUDESTE,SP,SÃO PAULO,FG EMPREIT. MAO DE OBRA LTDA PU_SUL,GRUPO1,OBB-3419,RETIRADA DE FORRO MANUAL,M,EXECUCAO DE OBRA,GRUPO1,,75.0,242.43,18182.25,229.3,17197.5,984.75,5.726122982991714,Para ressarcimento,SAMPLE_PADRAO2_ELLO_NU_NORDESTE.XLSM,LPU
190245,C379 - AMPLIFIACAO WIFI,3893,LONDRINA AV-TIRADENTES,SUDESTE,SP,SÃO PAULO,FG EMPREIT. MAO DE OBRA LTDA PU_SUL,GRUPO1,OBA-3420,DEMOLICAO DE ALVENARIA,M2,EXECUCAO DE OBRA,GRUPO1,,72.0,86.86,6253.92,,,,,Sem base LPU,SAMPLE_PADRAO2_ELLO_NU_NORDESTE.XLSM,LPU
190245,C379 - AMPLIFIACAO WIFI,3893,LONDRINA AV-TIRADENTES,SUDESTE,SP,SÃO PAULO,FG EMPREIT. MAO DE OBRA LTDA PU_SUL,GRUPO1,OBB-3421,PASSAGEM DE CABO UTP CAT6,M2,EXECUCAO DE OBRA,GRUPO1,,140.0,151.32,21184.8,89.48,12527.2,8657.599999999999,69.11041573535984,Para ressarcimento,SAMPLE_PADRAO2_ELLO_NU_NORDESTE.XLSM,LPU
190245,C379 - AMPLIFIACAO WIFI,3893,LONDRINA AV-TIRADENTES,SUDESTE,SP,SÃO PAULO,FG EMPREIT. MAO DE OBRA LTDA PU_SUL,GRUPO1,OBA-3425,PASSAGEM DE CABO UTP CAT6,M,EXECUCAO DE OBRA,GRUPO1,,178.0,137.32,24442.96,89.48,15927.44,8515.519999999999,53.464461332141255,Para ressarcimento,SAMPLE_PADRAO2_ELLO_NU_NORDESTE.XLSM,LPU
190245,C379 - AMPLIFIACAO WIFI,3893,LONDRINA AV-TIRADENTES,SUDESTE,SP,SÃO PAULO,FG EMPREIT. MAO DE OBRA LTDA PU_SUL,GRUPO1,NAO LPU,CABO CAT6 - VERMELHO,UN,EXECUCAO DE OBRA,GRUPO1,,138.0,224.71,31009.98,56.26,7763.88,23246.1,299.41343761109135,Para ressarcimento,SAMPLE_PADRAO2_ELLO_NU_NORDESTE.XLSM,LPU
190245,C379 - AMPLIFIACAO WIFI,3893,LONDRINA AV-TIRADENTES,SUDESTE,SP,SÃO PAULO,FG EMPREIT. MAO DE OBRA LTDA PU_SUL,GRUPO1,OBB-3427,ANDAIME TUBULAR,UN,EXECUCAO DE OBRA,GRUPO1,,43.0,168.86,7260.9800000000005,138.86,5970.9800000000005,1290.0,21.604493734696813,Para ressarcimento,SAMPLE_PADRAO2_ELLO_NU_NORDESTE.XLSM,LPU
190245,C379 - AMPLIFIACAO WIFI,3893,LONDRINA AV-TIRADENTES,SUDESTE,SP,SÃO PAULO,FG EMPREIT. MAO DE OBRA LTDA PU_SUL,GRUPO1,NAO LPU,LIMPEZA FINAL DE OBRA,UN,EXECUCAO DE OBRA,GRUPO1,,193.0,164.51,31750.429999999997,101.64,19616.52,12133.909999999996,61.85556867375047,Para ressarcimento,SAMPLE_PADRAO2_ELLO_NU_NORDESTE.XLSM,LPU
190245,C379 - AMPLIFIACAO WIFI,3893,LONDRINA AV-TIRADENTES,SUDESTE,SP,SÃO PAULO,FG EMPREIT. MAO DE OBRA LTDA PU_SUL,GRUPO1,OBB-3429,LATEX PVA MASSA CORRIDA,M,EXECUCAO DE OBRA,GRUPO1,,192.0,61.72,11850.24,154.28,29621.760000000002,-17771.520000000004,-59.99481462276381,Abaixo LPU,SAMPLE_PADRAO2_ELLO_NU_NORDESTE.XLSM,LPU
190245,C379 - AMPLIFIACAO WIFI,3893,LONDRINA AV-TIRADENTES,SUDESTE,SP,SÃO PAULO,FG EMPREIT. MAO DE OBRA LTDA PU_SUL,GRUPO1,OBA-3430,REGULARIZACAO DE PISO,M,EXECUCAO DE OBRA,GRUPO1,,198.0,102.65,20324.7,,,,,Sem base LPU,SAMPLE_PADRAO2_ELLO_NU_NORDESTE.XLSM,LPU
190245,C379 - AMPLIFIACAO WIFI,3893,LONDRINA AV-TIRADENTES,SUDESTE,SP,SÃO PAULO,FG EMPREIT. MAO DE OBRA LTDA PU_SUL,GRUPO1,OBB-3431,FORRO GESSO ACARTONADO,M,EXECUCAO DE OBRA,GRUPO1,,107.0,33.3,3563.1,61.08,6535.5599999999995,-2972.4599999999996,-45.481335952848724,Abaixo LPU,SAMPLE_PADRAO2_ELLO_NU_NORDESTE.XLSM,LPU
190245,C379 - AMPLIFIACAO WIFI,3893,LONDRINA AV-TIRADENTES,SUDESTE,SP,SÃO PAULO,FG EMPREIT. MAO DE OBRA LTDA PU_SUL,GRUPO1,NAO LPU,RESTAURACAO DE FORRO GESSO,UN,EXECUCAO DE OBRA,GRUPO1,,80.0,42.29,3383.2,96.06,7684.8,-4301.6,-55.975432021653134,Abaixo LPU,SAMPLE_PADRAO2_ELLO_NU_NORDESTE.XLSM,LPU
